Doctor_Name,Specialization,Experience,Locality,City,Hospital_Name,Consultation_Fee,Recommendation,Working_Hours,Timing_Category,Time_Duration
Dr. Anutosh Singh,Neurosurgeon,19 years experience overall,"Sector 19,",Noida,IndoGulf Hospital,₹1000,67%,24x7,24x7,24.0
Dr. M K Zaman,Psychiatrist,24 years experience overall,"Sector 19,",Noida,IndoGulf Hospital,₹1000,91%,9:00 AM - 6:00 PM,Morning,9.0
Dr. Sanjay Garg,Orthopedist,40 years experience overall,"Sector 19,",Noida,IndoGulf Hospital,₹1200,82%,11:00 AM - 7:00 PM,Morning,8.0
Dr. Samir Tawakley,Nephrologist,30 years experience overall,"Sector 19,",Noida,IndoGulf Hospital,₹1500,85%,8:00 AM - 4:00 PM,Morning,8.0
Dr. Sanjay Dalal,Ear-Nose-Throat (ENT) Specialist,26 years experience overall,"Sector 19,",Noida,IndoGulf Hospital,₹1000,50%,24x7,24x7,24.0
Dr. Sandeep Jain,General Surgeon,27 years experience overall,"Sector 19,",Noida,IndoGulf Hospital,₹1000,81%,10:00 AM - 8:00 PM,Morning,10.0
Dr. Jaydeep Gambhir,Psychiatrist,33 years experience overall,"Sector 19,",Noida,IndoGulf Hospital,₹1500,80%,9:00 AM - 6:00 PM,Morning,9.0
Dr. Parul Agrawal,Gynecologist/Obstetrician,27 years experience overall,"Sector 51,",Noida,"Cloudnine Fertility - IVF Centre, Sector 51",₹1100,100%,9:00 AM - 6:00 PM,Morning,9.0
Dr. Bhavna Banga,Infertility Specialist,23 years experience overall,"Sector 51,",Noida,"Cloudnine Fertility - IVF Centre, Sector 51",₹1900,100%,10:00 AM - 8:00 PM,Morning,10.0
Dr. Astha Gupta,Infertility Specialist,18 years experience overall,"Sector 51,",Noida,"Cloudnine Fertility - IVF Centre, Sector 51",₹1100,100%,24x7,24x7,24.0
Dr. Rakhi,Gynecologist/Obstetrician,21 years experience overall,"Sector 51,",Noida,"Cloudnine Fertility - IVF Centre, Sector 51",₹1100,100%,24x7,24x7,24.0
Dr. Kiran Sharma,Gynecologist/Obstetrician,29 years experience overall,"Sector 51,",Noida,Cloudnine Hospital,₹1100,93%,24x7,24x7,24.0
Dr. Jyoti Bhaskar,Gynecologist/Obstetrician,38 years experience overall,"Sector 51,",Noida,Cloudnine Hospital,₹1100,98%,24x7,24x7,24.0
Dr. Parul Agrawal,Gynecologist/Obstetrician,27 years experience overall,"Sector 51,",Noida,Cloudnine Hospital,₹1100,100%,10:00 AM - 8:00 PM,Morning,10.0
Dr. Ekta Singh,,25 years experience overall,"Sector 51,",Noida,Cloudnine Hospital,₹1100,97%,11:00 AM - 7:00 PM,Morning,8.0
Dr. Shishir Bhatnagar,Pediatrician,28 years experience overall,"Sector 51,",Noida,Cloudnine Hospital,₹1200,79%,9:00 AM - 6:00 PM,Morning,9.0
Dr. Astha Gupta,Infertility Specialist,18 years experience overall,"Sector 51,",Noida,Cloudnine Hospital,₹1100,100%,11:00 AM - 7:00 PM,Morning,8.0
Dr. Alok Dwivedi,Pediatrician,29 years experience overall,"Sector 51,",Noida,Cloudnine Hospital,₹1100,71%,9:00 AM - 6:00 PM,Morning,9.0
Dr. Sandeep Chadha,Gynecologist/Obstetrician,28 years experience overall,"Sector 51,",Noida,Cloudnine Hospital,₹1100,88%,11:00 AM - 7:00 PM,Morning,8.0
Dr. Vinita Gupta,Gynecologist/Obstetrician,27 years experience overall,"Sector 51,",Noida,Cloudnine Hospital,₹1100,92%,10:00 AM - 8:00 PM,Morning,10.0
Dr. Nisha Munsif Shrotria,Infertility Specialist,43 years experience overall,"Sector 51,",Noida,Cloudnine Hospital,₹1100,100%,8:00 AM - 4:00 PM,Morning,8.0
Dr. Chandan Kachru,General Physician,35 years experience overall,"Gurgaon Sector 47,",Gurgaon,Cloudnine Hospital,₹1500,97%,10:00 AM - 8:00 PM,Morning,10.0
Dr. Sonali Jain,Internal Medicine,34 years experience overall,"Gurgaon Sector 47,",Gurgaon,Cloudnine Hospital,₹900,100%,24x7,24x7,24.0
Dr. Deepika Sood,Gynecologist/Obstetrician,23 years experience overall,"Gurgaon Sector 47,",Gurgaon,Cloudnine Hospital,₹1500,98%,10:00 AM - 8:00 PM,Morning,10.0
Dr. Shalu Gupta,Infertility Specialist,24 years experience overall,"Gurgaon Sector 47,",Gurgaon,Cloudnine Hospital,₹900,98%,10:00 AM - 8:00 PM,Morning,10.0
Dr. Parvinder Kaur,Gynecologist/Obstetrician,22 years experience overall,"Gurgaon Sector 47,",Gurgaon,Cloudnine Hospital,₹1300,93%,10:00 AM - 8:00 PM,Morning,10.0
Dr. Sapna Yadav,Gynecologist/Obstetrician,12 years experience overall,"Gurgaon Sector 47,",Gurgaon,Cloudnine Hospital,₹1000,100%,10:00 AM - 8:00 PM,Morning,10.0
Dr. Smriti Singhal,Gynecologist/Obstetrician,16 years experience overall,"Gurgaon Sector 47,",Gurgaon,Cloudnine Hospital,₹1000,100%,9:00 AM - 6:00 PM,Morning,9.0
Dr. Ankit Gupta,Pediatrician,13 years experience overall,"Gurgaon Sector 47,",Gurgaon,Cloudnine Hospital,₹1200,,9:00 AM - 6:00 PM,Morning,9.0
Dr. Ruchi Gupta,Gynecologist/Obstetrician,23 years experience overall,"Gurgaon Sector 47,",Gurgaon,Cloudnine Hospital,₹1500,89%,24x7,24x7,24.0
Dr. Ragini Agrawal,Gynecologist/Obstetrician,37 years experience overall,"Gurgaon Sector 47,",Gurgaon,Cloudnine Hospital,₹1500,94%,10:00 AM - 8:00 PM,Morning,10.0
Dr. Deep Divanshu Lall,Pain Management Specialist,16 years experience overall,"Palam Vihar,",Gurgaon,Manipal Hospital,₹1500,93%,9:00 AM - 6:00 PM,Morning,9.0
Dr. Abhishek Kapoor,Psychiatrist,20 years experience overall,"Palam Vihar,",Gurgaon,Manipal Hospital,₹2000,100%,9:00 AM - 6:00 PM,Morning,9.0
Dr. Pranshul Bishnoi,General Physician,24 years experience overall,"Palam Vihar,",Gurgaon,Manipal Hospital,₹1200,83%,8:00 AM - 4:00 PM,Morning,8.0
Dr. Amitabha Ghosh,General Physician,24 years experience overall,"Palam Vihar,",Gurgaon,Manipal Hospital,₹1200,60%,8:00 AM - 4:00 PM,Morning,8.0
Dr. Sandeep Kumar Mandal,Nephrologist,22 years experience overall,"Palam Vihar,",Gurgaon,Manipal Hospital,₹1500,50%,10:00 AM - 8:00 PM,Morning,10.0
Dr. Priyanka Garg,General Physician,19 years experience overall,"Palam Vihar,",Gurgaon,Manipal Hospital,₹1500,,24x7,24x7,24.0
Dr. Vidit Kaushal,General Physician,18 years experience overall,"Palam Vihar,",Gurgaon,Manipal Hospital,₹1500,,8:00 AM - 4:00 PM,Morning,8.0
Dr. Anand Kumar,General Physician,17 years experience overall,"Palam Vihar,",Gurgaon,Manipal Hospital,₹1500,,8:00 AM - 4:00 PM,Morning,8.0
Dr. Romi Singh,General Physician,16 years experience overall,"Palam Vihar,",Gurgaon,Manipal Hospital,₹1500,,24x7,24x7,24.0
Dr. Mohit Saran,Internal Medicine,31 years experience overall,"Palam Vihar,",Gurgaon,Manipal Hospital,₹1200,,11:00 AM - 7:00 PM,Morning,8.0
Dr. Mohit Kumar Arora,Orthopedist,17 years experience overall,"Gurgaon Sector 14,",Gurgaon,Apollo Cradle,₹1000,86%,8:00 AM - 4:00 PM,Morning,8.0
Dr. Anubhav Sangwan,General Surgeon,13 years experience overall,"Gurgaon Sector 14,",Gurgaon,Apollo Cradle,₹900,84%,11:00 AM - 7:00 PM,Morning,8.0
Dr. Surendra Kumar Minocha,General Physician,53 years experience overall,"Gurgaon Sector 14,",Gurgaon,Apollo Cradle,₹1000,93%,8:00 AM - 4:00 PM,Morning,8.0
Dr. Priyanjana Acharyya,Ear-Nose-Throat (ENT) Specialist,22 years experience overall,"Gurgaon Sector 14,",Gurgaon,Apollo Cradle,₹1000,97%,9:00 AM - 6:00 PM,Morning,9.0
Dr. Sameeksha,General Physician,8 years experience overall,"Gurgaon Sector 14,",Gurgaon,Apollo Cradle,₹1000,,11:00 AM - 7:00 PM,Morning,8.0
Dr. Sadhna Sharma,Gynecologist/Obstetrician,26 years experience overall,"Gurgaon Sector 14,",Gurgaon,Apollo Cradle,₹1100,92%,11:00 AM - 7:00 PM,Morning,8.0
Dr. Divyakshi Chauhan,Dentist,14 years experience overall,"Gurgaon Sector 14,",Gurgaon,Apollo Cradle,₹400,100%,24x7,24x7,24.0
Dr. Gaurav Mandhan,Pediatrician,20 years experience overall,"Gurgaon Sector 14,",Gurgaon,Apollo Cradle,₹1000,82%,11:00 AM - 7:00 PM,Morning,8.0
Dr. Puneeta Arora,Gynecologist/Obstetrician,46 years experience overall,"Gurgaon Sector 14,",Gurgaon,Apollo Cradle,₹1100,84%,24x7,24x7,24.0
Dr. Deepanshu Khanna,Gastroenterologist,10 years experience overall,"Gurgaon Sector 14,",Gurgaon,Apollo Cradle,₹1200,55%,10:00 AM - 8:00 PM,Morning,10.0
Dr. Neelima Mishra,General Physician,39 years experience overall,"Sushant Lok I,",Gurgaon,Max Hospital,₹2000,95%,9:00 AM - 6:00 PM,Morning,9.0
Dr. Ashutosh Shukla,Internal Medicine,38 years experience overall,"Sushant Lok I,",Gurgaon,Max Hospital,₹2000,81%,9:00 AM - 6:00 PM,Morning,9.0
Dr. Sunil Sekhri,General Physician,40 years experience overall,"Sushant Lok I,",Gurgaon,Max Hospital,₹1200,83%,10:00 AM - 8:00 PM,Morning,10.0
Dr. Vishal Saxena,Nephrologist,20 years experience overall,"Sushant Lok I,",Gurgaon,Max Hospital,₹2000,100%,11:00 AM - 7:00 PM,Morning,8.0
Dr. Nevin Kishore,General Physician,30 years experience overall,"Sushant Lok I,",Gurgaon,Max Hospital,₹1800,29%,24x7,24x7,24.0
Dr. Vivek Raj,General Physician,32 years experience overall,"Sushant Lok I,",Gurgaon,Max Hospital,₹2000,86%,9:00 AM - 6:00 PM,Morning,9.0
Dr. Nalin Singhal,General Physician,19 years experience overall,"Sushant Lok I,",Gurgaon,Max Hospital,₹1000,100%,9:00 AM - 6:00 PM,Morning,9.0
Dr. Swetal chouhan,General Physician,16 years experience overall,"Sushant Lok I,",Gurgaon,Max Hospital,₹1000,80%,9:00 AM - 6:00 PM,Morning,9.0
Dr. Govind Singh Bisht,General Physician,33 years experience overall,"Sushant Lok I,",Gurgaon,Max Hospital,₹1800,76%,24x7,24x7,24.0
Dr. Abhishek Deo,General Physician,31 years experience overall,"Sushant Lok I,",Gurgaon,Max Hospital,₹1500,100%,10:00 AM - 8:00 PM,Morning,10.0
Dr. Ankit Bhartia,Orthopedist,18 years experience overall,"Sohna Road,",Gurgaon,Sparsh- Orthopaedics and Sports Injury Centre,₹1200,98%,24x7,24x7,24.0
Dr. Rakesh Kumar,Orthopedist,7 years experience overall,"Sohna Road,",Gurgaon,Sparsh- Orthopaedics and Sports Injury Centre,₹1200,100%,8:00 AM - 4:00 PM,Morning,8.0
Dr. Tejnoor Singh,Internal Medicine,18 years experience overall,"Sohna Road,",Gurgaon,Sparsh- Orthopaedics and Sports Injury Centre,₹500,50%,11:00 AM - 7:00 PM,Morning,8.0
Dr. Tapsya Batra (Physiotherapist),Physiotherapist,17 years experience overall,"Sohna Road,",Gurgaon,Sparsh- Orthopaedics and Sports Injury Centre,₹500,100%,24x7,24x7,24.0
Dr. Subhayu B,General Physician,29 years experience overall,"Mukundapur,",Kolkata,Manipal Hospitals (AMRI Hospitals),₹1500,,10:00 AM - 8:00 PM,Morning,10.0
Dr. Anindya Sengupta,General Physician,14 years experience overall,"Mukundapur,",Kolkata,Manipal Hospitals (AMRI Hospitals),₹1000,,24x7,24x7,24.0
Dr. Kundan Chaurasia,General Physician,15 years experience overall,"Mukundapur,",Kolkata,Manipal Hospitals (AMRI Hospitals),₹1000,67%,9:00 AM - 6:00 PM,Morning,9.0
Dr. Sanjoy Basu,Gastroenterologist,25 years experience overall,"Mukundapur,",Kolkata,Manipal Hospitals (AMRI Hospitals),₹1200,85%,9:00 AM - 6:00 PM,Morning,9.0
Dr. Prasanna Kumar Mishra,Urologist,45 years experience overall,"Mukundapur,",Kolkata,Manipal Hospitals (AMRI Hospitals),₹1200,96%,11:00 AM - 7:00 PM,Morning,8.0
Dr. Angshuman Mukherjee,Pulmonologist,17 years experience overall,"Mukundapur,",Kolkata,Manipal Hospitals (AMRI Hospitals),₹1200,82%,11:00 AM - 7:00 PM,Morning,8.0
Dr. Rajiv Sinha,Pediatrician,32 years experience overall,"Mukundapur,",Kolkata,Manipal Hospitals (AMRI Hospitals),₹1200,88%,11:00 AM - 7:00 PM,Morning,8.0
Ms. Usashi Banerjee,Psychologist,18 years experience overall,"Mukundapur,",Kolkata,Manipal Hospitals (AMRI Hospitals),₹800,,24x7,24x7,24.0
Dr. Dhrubo Roy,Ear-Nose-Throat (ENT) Specialist,32 years experience overall,"Mukundapur,",Kolkata,Manipal Hospitals (AMRI Hospitals),₹1500,58%,9:00 AM - 6:00 PM,Morning,9.0
Dr. Shaktirupa Chakrabarty,Gynecologist/Obstetrician,52 years experience overall,"Mukundapur,",Kolkata,Manipal Hospitals (AMRI Hospitals),₹1000,100%,10:00 AM - 8:00 PM,Morning,10.0
Dr. Debasish Saha,General Physician,46 years experience overall,"Salt Lake,",Kolkata,Manipal Hospital Broadway (AMRI Hospitals),₹1500,87%,24x7,24x7,24.0
Dr. Sima Datta Ray,Internal Medicine,34 years experience overall,"Salt Lake,",Kolkata,Manipal Hospital Broadway (AMRI Hospitals),₹1000,91%,11:00 AM - 7:00 PM,Morning,8.0
Dr. Manaskumar Mandal,General Physician,36 years experience overall,"Salt Lake,",Kolkata,Manipal Hospital Broadway (AMRI Hospitals),₹1200,100%,9:00 AM - 6:00 PM,Morning,9.0
Dr. Debjani Roy Chowdhury,General Physician,22 years experience overall,"Salt Lake,",Kolkata,Manipal Hospital Broadway (AMRI Hospitals),₹1200,,9:00 AM - 6:00 PM,Morning,9.0
Dr. Sudipta Dutta,General Physician,18 years experience overall,"Salt Lake,",Kolkata,Manipal Hospital Broadway (AMRI Hospitals),₹1000,100%,24x7,24x7,24.0
Dr. Rakhi Sanyal,General Physician,33 years experience overall,"Salt Lake,",Kolkata,Manipal Hospital Broadway (AMRI Hospitals),₹1500,33%,9:00 AM - 6:00 PM,Morning,9.0
Dr. Shambhu Vishal,General Physician,17 years experience overall,"Salt Lake,",Kolkata,Manipal Hospital Broadway (AMRI Hospitals),₹1000,87%,11:00 AM - 7:00 PM,Morning,8.0
Dr. Antarikhya Bordoloi,Geriatrician,10 years experience overall,"Salt Lake,",Kolkata,Manipal Hospital Broadway (AMRI Hospitals),₹1200,100%,11:00 AM - 7:00 PM,Morning,8.0
Dr. Anirvan Jaiswal,General Physician,20 years experience overall,"Salt Lake,",Kolkata,Manipal Hospital Broadway (AMRI Hospitals),₹1000,100%,9:00 AM - 6:00 PM,Morning,9.0
Dr. Subhasish Gangopadhyay,General Physician,40 years experience overall,"Salt Lake,",Kolkata,Manipal Hospital Broadway (AMRI Hospitals),₹950,,11:00 AM - 7:00 PM,Morning,8.0
Dr. Kamal Sinha,Rehab & Physical Medicine Specialist,39 years experience overall,"Dhakuria,",Kolkata,Manipal Hospitals (AMRI Hospitals),₹1200,81%,24x7,24x7,24.0
Dr. Subhayu B,General Physician,29 years experience overall,"Dhakuria,",Kolkata,Manipal Hospitals (AMRI Hospitals),₹1500,,11:00 AM - 7:00 PM,Morning,8.0
Dr. Anirban Das,Internal Medicine,26 years experience overall,"Dhakuria,",Kolkata,Manipal Hospitals (AMRI Hospitals),₹1000,100%,10:00 AM - 8:00 PM,Morning,10.0
Dr. Aarti Sarda,Dermatologist,19 years experience overall,"Dhakuria,",Kolkata,Manipal Hospitals (AMRI Hospitals),₹1000,91%,11:00 AM - 7:00 PM,Morning,8.0
Dr. Debottam Bandyopadhyay,Gastroenterologist,24 years experience overall,"Dhakuria,",Kolkata,Manipal Hospitals (AMRI Hospitals),₹1200,85%,8:00 AM - 4:00 PM,Morning,8.0
Dr. Irina Dey,Gynecologist/Obstetrician,22 years experience overall,"Dhakuria,",Kolkata,Manipal Hospitals (AMRI Hospitals),₹900,98%,10:00 AM - 8:00 PM,Morning,10.0
Dr. Amitabha Ghosh,Laparoscopic Surgeon,33 years experience overall,"Dhakuria,",Kolkata,Manipal Hospitals (AMRI Hospitals),₹1200,100%,9:00 AM - 6:00 PM,Morning,9.0
Dr. Sumanta Chatterjee,Cardiologist,17 years experience overall,"Dhakuria,",Kolkata,Manipal Hospitals (AMRI Hospitals),₹1200,98%,8:00 AM - 4:00 PM,Morning,8.0
Dr. R N Bhattacharya,Neurosurgeon,45 years experience overall,"Dhakuria,",Kolkata,Manipal Hospitals (AMRI Hospitals),₹1200,89%,11:00 AM - 7:00 PM,Morning,8.0
Dr. Suranjan Mukherjee,Pulmonologist,34 years experience overall,"Dhakuria,",Kolkata,Manipal Hospitals (AMRI Hospitals),₹1500,71%,24x7,24x7,24.0
Dr. Dipankar Bhattacharya,Gynecologist,24 years experience overall,"Bhawanipore,",Kolkata,Samaritan Clinic Private Limited,,67%,9:00 AM - 6:00 PM,Morning,9.0
Dr. Ritu Das,Gynecologist,26 years experience overall,"Bhawanipore,",Kolkata,Samaritan Clinic Private Limited,,100%,9:00 AM - 6:00 PM,Morning,9.0
Dr. Arnab Kundu,Gynecologist,15 years experience overall,"Bhawanipore,",Kolkata,Samaritan Clinic Private Limited,,,11:00 AM - 7:00 PM,Morning,8.0
Dr. Bidisha Roy Choudhury,Gynecologist,19 years experience overall,"Bhawanipore,",Kolkata,Samaritan Clinic Private Limited,,97%,24x7,24x7,24.0
Dr. Ganga Sharan,Gynecologist,35 years experience overall,"Bhawanipore,",Kolkata,Samaritan Clinic Private Limited,,100%,24x7,24x7,24.0
Dr. Sambhunath Bandyopadhyay,Gynecologist,34 years experience overall,"Bhawanipore,",Kolkata,Samaritan Clinic Private Limited,,100%,10:00 AM - 8:00 PM,Morning,10.0
Dr. Tanay Kumar Chakravarty,Gynecologist,45 years experience overall,"Bhawanipore,",Kolkata,Samaritan Clinic Private Limited,,,11:00 AM - 7:00 PM,Morning,8.0
Dr. Anushree Mandal,Gynecologist,17 years experience overall,"Bhawanipore,",Kolkata,Samaritan Clinic Private Limited,,,9:00 AM - 6:00 PM,Morning,9.0
Dr. Prathamesh Teje,Internal Medicine,7 years experience overall,"Pimpri-Chinchwad,",Pune,Aditya Birla Memorial Hospital,₹750,100%,8:00 AM - 4:00 PM,Morning,8.0
Dr. Lokesh Kumar,General Physician,21 years experience overall,"Pimpri-Chinchwad,",Pune,Aditya Birla Memorial Hospital,₹800,89%,24x7,24x7,24.0
Dr. Pankaj Totala,Neurosurgeon,11 years experience overall,"Pimpri-Chinchwad,",Pune,Aditya Birla Memorial Hospital,₹1000,,11:00 AM - 7:00 PM,Morning,8.0
Dr. Nilesh Giri,General Physician,12 years experience overall,"Pimpri-Chinchwad,",Pune,Aditya Birla Memorial Hospital,₹1000,100%,10:00 AM - 8:00 PM,Morning,10.0
Dr. Gore Jinal Dhansukh,General Physician,9 years experience overall,"Pimpri-Chinchwad,",Pune,Aditya Birla Memorial Hospital,₹800,,10:00 AM - 8:00 PM,Morning,10.0
Dr. Siddhesh Tryambake,Oncologist,13 years experience overall,"Pimpri-Chinchwad,",Pune,Aditya Birla Memorial Hospital,₹1000,,10:00 AM - 8:00 PM,Morning,10.0
Dr. Amitkumar Patil,General Physician,23 years experience overall,"Pimpri-Chinchwad,",Pune,Aditya Birla Memorial Hospital,₹800,,9:00 AM - 6:00 PM,Morning,9.0
Dr. Devendra Satpute,Pediatrician,15 years experience overall,"Pimpri-Chinchwad,",Pune,Aditya Birla Memorial Hospital,₹1000,50%,24x7,24x7,24.0
Dr. Rahul Kallianpur,Pediatrician,32 years experience overall,"Pimpri-Chinchwad,",Pune,Aditya Birla Memorial Hospital,₹800,98%,11:00 AM - 7:00 PM,Morning,8.0
Dr. Harshawardhan Oak,Vascular Surgeon,19 years experience overall,"Pimpri-Chinchwad,",Pune,Aditya Birla Memorial Hospital,₹1000,53%,10:00 AM - 8:00 PM,Morning,10.0
Dr. Sheetal Mahajani,Gastroenterologist,35 years experience overall,"Deccan Gymkhana,",Pune,Sahyadri Hospital,₹1815,50%,24x7,24x7,24.0
Dr. Manoj Naik,General Physician,40 years experience overall,"Deccan Gymkhana,",Pune,Sahyadri Hospital,₹665,67%,11:00 AM - 7:00 PM,Morning,8.0
Dr. Abhijeet Palshikar,Cardiologist,29 years experience overall,"Deccan Gymkhana,",Pune,Sahyadri Hospital,₹1100,77%,9:00 AM - 6:00 PM,Morning,9.0
Dr. Anagha Behere,Ophthalmologist,31 years experience overall,"Deccan Gymkhana,",Pune,Sahyadri Hospital,₹605,99%,11:00 AM - 7:00 PM,Morning,8.0
Dr. Sanjay Kolte,General Surgeon,29 years experience overall,"Deccan Gymkhana,",Pune,Sahyadri Hospital,₹845,98%,9:00 AM - 6:00 PM,Morning,9.0
Dr. Aradhana Chouvhan,Neurologist,18 years experience overall,"Deccan Gymkhana,",Pune,Sahyadri Hospital,₹1150,100%,24x7,24x7,24.0
Dr. Atul Joshi,Laparoscopic Surgeon,31 years experience overall,"Deccan Gymkhana,",Pune,Sahyadri Hospital,₹605,100%,9:00 AM - 6:00 PM,Morning,9.0
Dr. Ketan Pai,Urologist,28 years experience overall,"Deccan Gymkhana,",Pune,Sahyadri Hospital,₹845,88%,9:00 AM - 6:00 PM,Morning,9.0
Dr. Abhijeet L. Wahegaonkar,Orthopedist,24 years experience overall,"Deccan Gymkhana,",Pune,Sahyadri Hospital,₹2200,92%,11:00 AM - 7:00 PM,Morning,8.0
Dr. Sandeep Naphade,Plastic Surgeon,24 years experience overall,"Deccan Gymkhana,",Pune,Sahyadri Hospital,₹905,100%,9:00 AM - 6:00 PM,Morning,9.0
Dr. Prashant Potdar,General Physician,15 years experience overall,"Nigdi-Pradhikaran,",Pune,Lokmanya Hospital,₹1150,,11:00 AM - 7:00 PM,Morning,8.0
Dr. Narendra V Vaidya,Orthopedist,34 years experience overall,"Nigdi-Pradhikaran,",Pune,Lokmanya Hospital,₹1500,79%,11:00 AM - 7:00 PM,Morning,8.0
Dr. Pallav bhatia,Spine And Pain Specialist,20 years experience overall,"Nigdi-Pradhikaran,",Pune,Lokmanya Hospital,₹1000,99%,8:00 AM - 4:00 PM,Morning,8.0
Dr. Suprashant Kulkarni,General Surgeon,28 years experience overall,"Nigdi-Pradhikaran,",Pune,Lokmanya Hospital,₹1000,76%,10:00 AM - 8:00 PM,Morning,10.0
Dr. Rahul Gagare,Orthopedist,18 years experience overall,"Nigdi-Pradhikaran,",Pune,Lokmanya Hospital,₹1000,,24x7,24x7,24.0
Dr. Gajanan Chaudhari,Urologist,19 years experience overall,"Nigdi-Pradhikaran,",Pune,Lokmanya Hospital,₹830,,9:00 AM - 6:00 PM,Morning,9.0
Dr. Ashish Suryawanshi,Orthopedist,16 years experience overall,"Nigdi-Pradhikaran,",Pune,Lokmanya Hospital,₹1000,67%,24x7,24x7,24.0
Dr. Nilesh Khanzode,Neurosurgeon,8 years experience overall,"Nigdi-Pradhikaran,",Pune,Lokmanya Hospital,₹650,,9:00 AM - 6:00 PM,Morning,9.0
Dr. Jenny Koshy,Internal Medicine,7 years experience overall,"Nigdi-Pradhikaran,",Pune,Lokmanya Hospital,₹1000,,10:00 AM - 8:00 PM,Morning,10.0
Dr. Rakesh Patil,Orthopedist,20 years experience overall,"Nigdi-Pradhikaran,",Pune,Lokmanya Hospital,₹1000,100%,10:00 AM - 8:00 PM,Morning,10.0
Dr. Astha Jain Mathur,Gynecologist/Obstetrician,20 years experience overall,"Malviya Nagar,",Indore,Motherhood Hospital,₹1000,96%,8:00 AM - 4:00 PM,Morning,8.0
Dr. Archana Dubey,Gynecologist/Obstetrician,25 years experience overall,"Malviya Nagar,",Indore,Motherhood Hospital,₹1000,91%,8:00 AM - 4:00 PM,Morning,8.0
Dr. Sonam Baxi,Gynecologist/Obstetrician,15 years experience overall,"Malviya Nagar,",Indore,Motherhood Hospital,₹1000,100%,24x7,24x7,24.0
Dr. Asha Baxi,Infertility Specialist,36 years experience overall,"Malviya Nagar,",Indore,Motherhood Hospital,₹1100,77%,24x7,24x7,24.0
Dr. Sunil Puraswani,Pediatrician,11 years experience overall,"Malviya Nagar,",Indore,Motherhood Hospital,₹800,100%,10:00 AM - 8:00 PM,Morning,10.0
Dr. Ashish Jaiswal,Pediatrician,24 years experience overall,"Malviya Nagar,",Indore,Motherhood Hospital,₹800,86%,10:00 AM - 8:00 PM,Morning,10.0
Dr. Dhaval Baxi,Gynecologist/Obstetrician,17 years experience overall,"Malviya Nagar,",Indore,Motherhood Hospital,₹1200,100%,10:00 AM - 8:00 PM,Morning,10.0
Dr. Anurag Jain,,18 years experience overall,"Malviya Nagar,",Indore,Motherhood Hospital,₹800,67%,9:00 AM - 6:00 PM,Morning,9.0
Dr. Rahul Shah,Ear-Nose-Throat (ENT) Specialist,23 years experience overall,"Majura Gate,",Surat,Auora Ent Hospital & Dental Clinic,₹500,93%,24x7,24x7,24.0
Dr. Preeti R Shah,Dentist,21 years experience overall,"Majura Gate,",Surat,Auora Ent Hospital & Dental Clinic,₹800,97%,24x7,24x7,24.0
Dr. Purvil Ganjawala,Dentist,13 years experience overall,"Majura Gate,",Surat,Auora Ent Hospital & Dental Clinic,₹800,100%,10:00 AM - 8:00 PM,Morning,10.0
Dr. Dipti Patel,Gynecologist/Obstetrician,35 years experience overall,"Rander,",Surat,Love and Care Hospital,₹800,91%,8:00 AM - 4:00 PM,Morning,8.0
Dr. Dipak Patel,Dermatologist,40 years experience overall,"Rander,",Surat,Love and Care Hospital,₹600,92%,24x7,24x7,24.0
Dr. Yamini Patel,Gynecologist/Obstetrician,13 years experience overall,"Rander,",Surat,Love and Care Hospital,₹800,100%,8:00 AM - 4:00 PM,Morning,8.0
Dr. Neel Patel,Urologist,13 years experience overall,"Rander,",Surat,Love and Care Hospital,₹800,94%,24x7,24x7,24.0
Dr. Aruna Jain,Pediatrician,20 years experience overall,"Vidhyadhar Nagar,",Jaipur,Manipal Hospitals,₹500,50%,9:00 AM - 6:00 PM,Morning,9.0
Dr. Vipin Kumar Jain,General Physician,38 years experience overall,"Vidhyadhar Nagar,",Jaipur,Manipal Hospitals,₹500,78%,8:00 AM - 4:00 PM,Morning,8.0
Dr. Ravikant Porwal,Internal Medicine,24 years experience overall,"Vidhyadhar Nagar,",Jaipur,Manipal Hospitals,₹500,50%,10:00 AM - 8:00 PM,Morning,10.0
Dr. Chandan Kedawat,Internal Medicine,33 years experience overall,"Vidhyadhar Nagar,",Jaipur,Manipal Hospitals,₹500,100%,11:00 AM - 7:00 PM,Morning,8.0
Dr. Khuteta Shyam Lal,General Physician,49 years experience overall,"Vidhyadhar Nagar,",Jaipur,Manipal Hospitals,Free Consultation,,9:00 AM - 6:00 PM,Morning,9.0
Dr. Hariani Mrs. Shashibala,General Physician,54 years experience overall,"Vidhyadhar Nagar,",Jaipur,Manipal Hospitals,Free Consultation,,9:00 AM - 6:00 PM,Morning,9.0
Dr. Gupta Lalit Prasad,General Physician,51 years experience overall,"Vidhyadhar Nagar,",Jaipur,Manipal Hospitals,Free Consultation,,24x7,24x7,24.0
Dr. Khunteta Shyam Sunder,General Physician,48 years experience overall,"Vidhyadhar Nagar,",Jaipur,Manipal Hospitals,Free Consultation,,8:00 AM - 4:00 PM,Morning,8.0
Dr. Saxena Sunit,General Physician,43 years experience overall,"Vidhyadhar Nagar,",Jaipur,Manipal Hospitals,Free Consultation,,10:00 AM - 8:00 PM,Morning,10.0
